"","death","cvd","resp","temp","rhum","time","year","month","day","season"
"933",88,38,7,82,NA,933,1999,7,203,"Summer"
"934",95,39,6,83,NA,934,1999,7,204,"Summer"
"935",110,45,9,82,NA,935,1999,7,205,"Summer"
"936",102,48,5,85,NA,936,1999,7,206,"Summer"
"937",99,44,12,80,NA,937,1999,7,207,"Summer"
"938",121,45,14,79,NA,938,1999,7,208,"Summer"
"939",98,44,4,82,NA,939,1999,7,209,"Summer"
"940",105,47,14,83,NA,940,1999,7,210,"Summer"
"941",139,62,7,90,NA,941,1999,7,211,"Summer"
"942",139,80,7,83,NA,942,1999,7,212,"Summer"
"943",116,51,10,74,NA,943,1999,8,213,"Summer"
"944",117,62,10,71,NA,944,1999,8,214,"Summer"
"945",87,42,5,71,NA,945,1999,8,215,"Summer"
"946",93,38,2,76,NA,946,1999,8,216,"Summer"
"947",102,40,9,73,NA,947,1999,8,217,"Summer"
"948",107,44,7,76,NA,948,1999,8,218,"Summer"
"949",108,36,10,72,NA,949,1999,8,219,"Summer"
"950",109,42,9,66,NA,950,1999,8,220,"Summer"
"951",105,51,9,66,NA,951,1999,8,221,"Summer"
"952",107,39,7,78,NA,952,1999,8,222,"Summer"
"953",104,39,9,75,NA,953,1999,8,223,"Summer"
"954",105,47,5,70,NA,954,1999,8,224,"Summer"
"955",102,41,12,72,NA,955,1999,8,225,"Summer"
"956",100,40,12,64,NA,956,1999,8,226,"Summer"
"957",73,27,6,66,NA,957,1999,8,227,"Summer"
"958",95,42,2,73,NA,958,1999,8,228,"Summer"
"959",128,52,10,75,NA,959,1999,8,229,"Summer"
"960",87,32,8,67,NA,960,1999,8,230,"Summer"
"961",81,28,2,68,NA,961,1999,8,231,"Summer"
"962",90,32,6,67,NA,962,1999,8,232,"Summer"
"963",99,39,4,65,NA,963,1999,8,233,"Summer"
"964",124,44,12,67,NA,964,1999,8,234,"Summer"
"965",98,37,5,72,NA,965,1999,8,235,"Summer"
"966",99,44,5,71,NA,966,1999,8,236,"Summer"
"967",89,38,4,70,NA,967,1999,8,237,"Summer"
"968",103,56,5,72,NA,968,1999,8,238,"Summer"
"969",87,31,6,74,NA,969,1999,8,239,"Summer"
"970",105,43,9,80,NA,970,1999,8,240,"Summer"
"971",104,39,13,69,NA,971,1999,8,241,"Summer"
"972",98,36,4,62,NA,972,1999,8,242,"Summer"
"973",109,45,7,65,NA,973,1999,8,243,"Summer"
"974",85,25,3,70,NA,974,1999,9,244,"Summer"
"975",100,40,6,74,NA,975,1999,9,245,"Summer"
"976",115,46,7,76,NA,976,1999,9,246,"Summer"
"977",110,44,6,79,NA,977,1999,9,247,"Summer"
"978",100,37,5,77,NA,978,1999,9,248,"Summer"
"979",100,36,7,66,NA,979,1999,9,249,"Summer"
"980",98,43,6,65,NA,980,1999,9,250,"Summer"
"981",100,41,15,71,NA,981,1999,9,251,"Summer"
"982",90,37,5,62,NA,982,1999,9,252,"Summer"
"983",97,38,6,62,NA,983,1999,9,253,"Summer"
"984",93,35,5,64,NA,984,1999,9,254,"Summer"
"985",106,42,9,68,NA,985,1999,9,255,"Summer"
"986",111,45,7,59,NA,986,1999,9,256,"Summer"
"987",105,45,8,59,NA,987,1999,9,257,"Summer"
"988",104,42,13,55,NA,988,1999,9,258,"Summer"
"989",111,46,12,59,NA,989,1999,9,259,"Summer"
"990",99,39,7,59,NA,990,1999,9,260,"Summer"
"991",103,49,4,62,NA,991,1999,9,261,"Summer"
"992",109,49,4,64,NA,992,1999,9,262,"Summer"
"993",100,36,11,58,NA,993,1999,9,263,"Summer"
"994",107,47,6,51,NA,994,1999,9,264,"Summer"
"995",102,46,8,57,NA,995,1999,9,265,"Summer"
"996",103,32,6,66,NA,996,1999,9,266,"Summer"
"997",114,50,8,57,NA,997,1999,9,267,"Summer"
"998",93,37,4,62,NA,998,1999,9,268,"Summer"
"999",121,53,5,72,NA,999,1999,9,269,"Summer"
"1000",96,39,5,66,NA,1000,1999,9,270,"Summer"
"1001",116,50,4,58,NA,1001,1999,9,271,"Summer"
"1002",96,45,6,56,NA,1002,1999,9,272,"Summer"
"1003",89,32,6,56,NA,1003,1999,9,273,"Summer"
"1004",89,46,5,51,NA,1004,1999,10,274,"Autumn"
"1005",119,44,8,46,NA,1005,1999,10,275,"Autumn"
"1006",101,47,5,44,NA,1006,1999,10,276,"Autumn"
"1007",111,43,7,47,NA,1007,1999,10,277,"Autumn"
"1008",106,42,10,51,NA,1008,1999,10,278,"Autumn"
"1009",110,44,11,52,NA,1009,1999,10,279,"Autumn"
"1010",115,52,6,59,NA,1010,1999,10,280,"Autumn"
"1011",107,40,10,61,NA,1011,1999,10,281,"Autumn"
"1012",124,49,7,59,NA,1012,1999,10,282,"Autumn"
"1013",108,44,10,66,NA,1013,1999,10,283,"Autumn"
"1014",97,42,9,55,NA,1014,1999,10,284,"Autumn"
"1015",105,35,9,62,NA,1015,1999,10,285,"Autumn"
"1016",113,41,10,56,NA,1016,1999,10,286,"Autumn"
"1017",103,49,8,48,NA,1017,1999,10,287,"Autumn"
"1018",98,44,8,64,NA,1018,1999,10,288,"Autumn"
"1019",100,36,11,58,NA,1019,1999,10,289,"Autumn"
"1020",98,41,12,45,NA,1020,1999,10,290,"Autumn"
"1021",97,36,8,44,NA,1021,1999,10,291,"Autumn"
"1022",106,46,7,50,NA,1022,1999,10,292,"Autumn"
"1023",90,36,13,44,NA,1023,1999,10,293,"Autumn"
"1024",103,38,7,52,NA,1024,1999,10,294,"Autumn"
"1025",108,40,11,51,NA,1025,1999,10,295,"Autumn"
"1026",101,41,4,43,NA,1026,1999,10,296,"Autumn"
"1027",134,56,13,40,NA,1027,1999,10,297,"Autumn"
"1028",111,55,9,50,NA,1028,1999,10,298,"Autumn"
"1029",113,50,9,53,NA,1029,1999,10,299,"Autumn"
"1030",119,45,9,48,NA,1030,1999,10,300,"Autumn"
"1031",103,37,11,64,NA,1031,1999,10,301,"Autumn"
"1032",127,59,10,62,NA,1032,1999,10,302,"Autumn"
"1033",108,55,7,66,NA,1033,1999,10,303,"Autumn"
"1034",106,51,10,58,NA,1034,1999,10,304,"Autumn"
"1035",106,47,11,59,NA,1035,1999,11,305,"Autumn"
"1036",106,40,5,42,NA,1036,1999,11,306,"Autumn"
"1037",108,44,10,37,NA,1037,1999,11,307,"Autumn"
"1038",100,42,11,46,NA,1038,1999,11,308,"Autumn"
"1039",123,51,6,55,NA,1039,1999,11,309,"Autumn"
"1040",114,38,11,45,NA,1040,1999,11,310,"Autumn"
"1041",102,39,5,44,NA,1041,1999,11,311,"Autumn"
"1042",97,48,4,55,NA,1042,1999,11,312,"Autumn"
"1043",145,50,12,67,NA,1043,1999,11,313,"Autumn"
"1044",99,41,4,58,NA,1044,1999,11,314,"Autumn"
"1045",115,48,10,44,NA,1045,1999,11,315,"Autumn"
"1046",115,50,10,47,NA,1046,1999,11,316,"Autumn"
"1047",109,44,4,54,NA,1047,1999,11,317,"Autumn"
"1048",101,37,9,45,NA,1048,1999,11,318,"Autumn"
"1049",130,54,10,41,NA,1049,1999,11,319,"Autumn"
"1050",100,47,9,38,NA,1050,1999,11,320,"Autumn"
"1051",122,49,6,40,NA,1051,1999,11,321,"Autumn"
"1052",113,50,8,58,NA,1052,1999,11,322,"Autumn"
"1053",118,38,11,49,NA,1053,1999,11,323,"Autumn"
"1054",119,53,11,39,NA,1054,1999,11,324,"Autumn"
"1055",131,56,7,42,NA,1055,1999,11,325,"Autumn"
"1056",101,43,4,54,NA,1056,1999,11,326,"Autumn"
"1057",116,48,12,52,NA,1057,1999,11,327,"Autumn"
"1058",93,38,6,40,NA,1058,1999,11,328,"Autumn"
"1059",99,47,7,36,NA,1059,1999,11,329,"Autumn"
"1060",131,53,6,37,NA,1060,1999,11,330,"Autumn"
"1061",131,54,12,41,NA,1061,1999,11,331,"Autumn"
"1062",123,60,5,34,NA,1062,1999,11,332,"Autumn"
"1063",123,62,7,32,NA,1063,1999,11,333,"Autumn"
"1064",100,41,4,30,NA,1064,1999,11,334,"Autumn"
"1065",112,43,12,36,NA,1065,1999,12,335,"Autumn"
"1066",116,47,15,50,NA,1066,1999,12,336,"Autumn"
"1067",107,46,10,53,NA,1067,1999,12,337,"Autumn"
"1068",129,57,9,49,NA,1068,1999,12,338,"Autumn"
"1069",122,49,11,39,NA,1069,1999,12,339,"Autumn"
"1070",122,51,11,29,NA,1070,1999,12,340,"Autumn"
"1071",113,47,10,33,NA,1071,1999,12,341,"Autumn"
"1072",122,50,12,38,NA,1072,1999,12,342,"Autumn"
"1073",127,51,13,43,NA,1073,1999,12,343,"Autumn"
"1074",120,55,9,31,NA,1074,1999,12,344,"Autumn"
"1075",124,47,14,31,NA,1075,1999,12,345,"Autumn"
"1076",127,55,8,35,NA,1076,1999,12,346,"Autumn"
"1077",127,53,11,35,NA,1077,1999,12,347,"Autumn"
"1078",129,48,13,38,NA,1078,1999,12,348,"Autumn"
"1079",122,43,11,36,NA,1079,1999,12,349,"Autumn"
"1080",132,70,8,27,NA,1080,1999,12,350,"Autumn"
"1081",135,61,6,23,NA,1081,1999,12,351,"Autumn"
"1082",112,54,9,19,NA,1082,1999,12,352,"Autumn"
"1083",114,45,12,32,NA,1083,1999,12,353,"Autumn"
"1084",142,66,10,21,NA,1084,1999,12,354,"Autumn"
"1085",124,47,12,8,NA,1085,1999,12,355,"Autumn"
"1086",127,63,14,13,NA,1086,1999,12,356,"Autumn"
"1087",121,51,10,10,NA,1087,1999,12,357,"Autumn"
"1088",123,49,8,14,NA,1088,1999,12,358,"Autumn"
"1089",140,63,13,19,NA,1089,1999,12,359,"Autumn"
"1090",150,67,18,28,NA,1090,1999,12,360,"Autumn"
"1091",153,73,20,19,NA,1091,1999,12,361,"Autumn"
"1092",164,73,22,21,NA,1092,1999,12,362,"Autumn"
"1093",123,43,12,36,NA,1093,1999,12,363,"Autumn"
"1094",131,64,11,34,NA,1094,1999,12,364,"Autumn"
"1095",127,57,12,34,NA,1095,1999,12,365,"Autumn"
"1096",160,70,18,42,NA,1096,2000,1,1,"Winter"
"1097",147,64,24,48,NA,1097,2000,1,2,"Winter"
"1098",160,80,10,35,NA,1098,2000,1,3,"Winter"
"1099",131,53,24,28,NA,1099,2000,1,4,"Winter"
"1100",126,47,18,20,NA,1100,2000,1,5,"Winter"
"1101",127,58,11,34,NA,1101,2000,1,6,"Winter"
"1102",139,65,10,25,NA,1102,2000,1,7,"Winter"
"1103",139,54,17,37,NA,1103,2000,1,8,"Winter"
"1104",124,54,12,39,NA,1104,2000,1,9,"Winter"
"1105",139,60,17,42,NA,1105,2000,1,10,"Winter"
"1106",135,53,14,33,NA,1106,2000,1,11,"Winter"
"1107",122,47,17,31,NA,1107,2000,1,12,"Winter"
"1108",137,54,10,25,NA,1108,2000,1,13,"Winter"
"1109",122,51,15,20,NA,1109,2000,1,14,"Winter"
"1110",140,65,18,34,NA,1110,2000,1,15,"Winter"
"1111",124,41,17,31,NA,1111,2000,1,16,"Winter"
"1112",108,40,14,22,NA,1112,2000,1,17,"Winter"
"1113",139,55,24,25,NA,1113,2000,1,18,"Winter"
"1114",137,53,14,21,NA,1114,2000,1,19,"Winter"
"1115",129,53,12,10,NA,1115,2000,1,20,"Winter"
"1116",128,51,13,5,NA,1116,2000,1,21,"Winter"
"1117",119,57,13,17,NA,1117,2000,1,22,"Winter"
"1118",125,54,13,16,NA,1118,2000,1,23,"Winter"
"1119",123,64,15,6,NA,1119,2000,1,24,"Winter"
"1120",133,56,21,17,NA,1120,2000,1,25,"Winter"
"1121",119,43,18,15,NA,1121,2000,1,26,"Winter"
"1122",117,47,8,20,NA,1122,2000,1,27,"Winter"
"1123",124,51,16,21,NA,1123,2000,1,28,"Winter"
"1124",129,50,10,24,NA,1124,2000,1,29,"Winter"
"1125",112,55,9,28,NA,1125,2000,1,30,"Winter"
"1126",129,52,13,20,NA,1126,2000,1,31,"Winter"
"1127",110,48,16,25,NA,1127,2000,2,32,"Winter"
"1128",113,45,9,21,NA,1128,2000,2,33,"Winter"
"1129",117,51,13,33,NA,1129,2000,2,34,"Winter"
"1130",109,49,8,25,NA,1130,2000,2,35,"Winter"
"1131",127,53,6,21,NA,1131,2000,2,36,"Winter"
"1132",113,43,10,23,NA,1132,2000,2,37,"Winter"
"1133",114,48,9,26,NA,1133,2000,2,38,"Winter"
"1134",116,51,13,22,NA,1134,2000,2,39,"Winter"
"1135",129,45,14,41,NA,1135,2000,2,40,"Winter"
"1136",103,48,7,35,NA,1136,2000,2,41,"Winter"
"1137",114,46,10,24,NA,1137,2000,2,42,"Winter"
"1138",102,39,5,24,NA,1138,2000,2,43,"Winter"
"1139",97,36,6,30,NA,1139,2000,2,44,"Winter"
"1140",116,52,9,26,NA,1140,2000,2,45,"Winter"
"1141",123,54,8,31,NA,1141,2000,2,46,"Winter"
"1142",91,37,6,28,NA,1142,2000,2,47,"Winter"
"1143",106,52,4,27,NA,1143,2000,2,48,"Winter"
"1144",122,58,10,30,NA,1144,2000,2,49,"Winter"
"1145",133,62,11,29,NA,1145,2000,2,50,"Winter"
"1146",111,47,10,27,NA,1146,2000,2,51,"Winter"
"1147",134,48,20,35,NA,1147,2000,2,52,"Winter"
"1148",120,49,10,49,NA,1148,2000,2,53,"Winter"
"1149",120,41,16,59,NA,1149,2000,2,54,"Winter"
"1150",94,31,6,49,NA,1150,2000,2,55,"Winter"
"1151",114,41,13,55,NA,1151,2000,2,56,"Winter"
"1152",110,47,8,56,NA,1152,2000,2,57,"Winter"
"1153",109,49,9,45,NA,1153,2000,2,58,"Winter"
"1154",111,44,11,43,NA,1154,2000,2,59,"Winter"
"1155",103,40,9,54,NA,1155,2000,2,60,"Winter"
"1156",112,46,9,46,NA,1156,2000,3,61,"Winter"
"1157",101,37,9,33,NA,1157,2000,3,62,"Winter"
"1158",105,44,9,35,NA,1158,2000,3,63,"Winter"
"1159",104,36,10,46,NA,1159,2000,3,64,"Winter"
"1160",95,35,10,52,NA,1160,2000,3,65,"Winter"
"1161",109,44,12,51,NA,1161,2000,3,66,"Winter"
"1162",109,47,6,66,NA,1162,2000,3,67,"Winter"
"1163",130,60,12,67,NA,1163,2000,3,68,"Winter"
"1164",87,40,3,46,NA,1164,2000,3,69,"Winter"
"1165",111,52,6,30,NA,1165,2000,3,70,"Winter"
"1166",119,46,8,30,NA,1166,2000,3,71,"Winter"
"1167",99,47,4,34,NA,1167,2000,3,72,"Winter"
"1168",109,38,12,39,NA,1168,2000,3,73,"Winter"
"1169",84,40,5,45,NA,1169,2000,3,74,"Winter"
"1170",110,39,9,50,NA,1170,2000,3,75,"Winter"
"1171",108,43,6,33,NA,1171,2000,3,76,"Winter"
"1172",102,45,6,32,NA,1172,2000,3,77,"Winter"
"1173",113,47,6,34,NA,1173,2000,3,78,"Winter"
"1174",100,46,12,39,NA,1174,2000,3,79,"Winter"
"1175",126,56,6,49,NA,1175,2000,3,80,"Winter"
"1176",93,38,9,47,NA,1176,2000,3,81,"Winter"
"1177",113,48,9,51,NA,1177,2000,3,82,"Winter"
"1178",99,38,7,50,NA,1178,2000,3,83,"Winter"
"1179",99,38,7,57,NA,1179,2000,3,84,"Winter"
"1180",106,42,10,53,NA,1180,2000,3,85,"Winter"
"1181",106,51,8,52,NA,1181,2000,3,86,"Winter"
"1182",119,48,10,47,NA,1182,2000,3,87,"Winter"
"1183",93,40,4,39,NA,1183,2000,3,88,"Winter"
"1184",90,34,11,40,NA,1184,2000,3,89,"Winter"
"1185",111,49,11,40,NA,1185,2000,3,90,"Winter"
"1186",97,38,8,45,NA,1186,2000,3,91,"Winter"
"1187",98,42,7,52,NA,1187,2000,4,92,"Spring"
"1188",98,42,4,51,NA,1188,2000,4,93,"Spring"
"1189",116,42,6,52,NA,1189,2000,4,94,"Spring"
"1190",111,42,8,38,NA,1190,2000,4,95,"Spring"
"1191",122,39,10,44,NA,1191,2000,4,96,"Spring"
"1192",120,52,8,53,NA,1192,2000,4,97,"Spring"
"1193",114,42,10,41,NA,1193,2000,4,98,"Spring"
"1194",108,35,8,34,NA,1194,2000,4,99,"Spring"
"1195",115,59,5,45,NA,1195,2000,4,100,"Spring"
"1196",120,51,6,37,NA,1196,2000,4,101,"Spring"
"1197",86,37,5,34,NA,1197,2000,4,102,"Spring"
"1198",122,46,5,39,NA,1198,2000,4,103,"Spring"
"1199",99,49,4,49,NA,1199,2000,4,104,"Spring"
"1200",121,46,6,58,NA,1200,2000,4,105,"Spring"
"1201",100,38,5,56,NA,1201,2000,4,106,"Spring"
"1202",125,45,13,44,NA,1202,2000,4,107,"Spring"
"1203",101,43,6,41,NA,1203,2000,4,108,"Spring"
"1204",120,44,7,48,NA,1204,2000,4,109,"Spring"
"1205",97,39,11,52,NA,1205,2000,4,110,"Spring"
"1206",108,40,10,53,NA,1206,2000,4,111,"Spring"
"1207",105,36,7,44,NA,1207,2000,4,112,"Spring"
"1208",97,48,9,48,NA,1208,2000,4,113,"Spring"
"1209",84,35,5,47,NA,1209,2000,4,114,"Spring"
"1210",112,49,10,52,NA,1210,2000,4,115,"Spring"
"1211",112,54,5,49,NA,1211,2000,4,116,"Spring"
"1212",123,48,14,52,NA,1212,2000,4,117,"Spring"
"1213",123,48,8,53,NA,1213,2000,4,118,"Spring"
"1214",127,47,14,54,NA,1214,2000,4,119,"Spring"
"1215",85,38,4,48,NA,1215,2000,4,120,"Spring"
"1216",113,50,9,54,NA,1216,2000,4,121,"Spring"
"1217",122,51,15,57,NA,1217,2000,5,122,"Spring"
"1218",97,40,4,57,NA,1218,2000,5,123,"Spring"
"1219",102,40,5,63,NA,1219,2000,5,124,"Spring"
"1220",118,45,8,72,NA,1220,2000,5,125,"Spring"
"1221",126,52,9,74,NA,1221,2000,5,126,"Spring"
"1222",125,40,14,74,NA,1222,2000,5,127,"Spring"
"1223",104,42,8,71,NA,1223,2000,5,128,"Spring"
"1224",128,54,9,76,NA,1224,2000,5,129,"Spring"
"1225",108,40,7,59,NA,1225,2000,5,130,"Spring"
"1226",104,43,6,55,NA,1226,2000,5,131,"Spring"
"1227",114,44,10,67,NA,1227,2000,5,132,"Spring"
"1228",102,32,5,73,NA,1228,2000,5,133,"Spring"
"1229",94,38,2,53,NA,1229,2000,5,134,"Spring"
"1230",105,48,10,52,NA,1230,2000,5,135,"Spring"
"1231",108,48,9,57,NA,1231,2000,5,136,"Spring"
"1232",95,44,6,61,NA,1232,2000,5,137,"Spring"
"1233",111,55,6,61,NA,1233,2000,5,138,"Spring"
"1234",102,40,10,58,NA,1234,2000,5,139,"Spring"
"1235",105,43,8,46,NA,1235,2000,5,140,"Spring"
"1236",104,42,6,55,NA,1236,2000,5,141,"Spring"
"1237",104,47,3,57,NA,1237,2000,5,142,"Spring"
"1238",122,40,5,67,NA,1238,2000,5,143,"Spring"
"1239",104,44,7,69,NA,1239,2000,5,144,"Spring"
"1240",94,42,7,68,NA,1240,2000,5,145,"Spring"
"1241",121,51,10,64,NA,1241,2000,5,146,"Spring"
"1242",89,41,5,61,NA,1242,2000,5,147,"Spring"
"1243",102,44,10,60,NA,1243,2000,5,148,"Spring"
"1244",101,47,9,55,NA,1244,2000,5,149,"Spring"
"1245",117,36,6,56,NA,1245,2000,5,150,"Spring"
"1246",102,44,4,65,NA,1246,2000,5,151,"Spring"
"1247",105,33,6,67,NA,1247,2000,5,152,"Spring"
"1248",99,41,5,73,NA,1248,2000,6,153,"Spring"
"1249",89,29,10,60,NA,1249,2000,6,154,"Spring"
"1250",87,44,3,55,NA,1250,2000,6,155,"Spring"
"1251",88,35,5,56,NA,1251,2000,6,156,"Spring"
"1252",92,37,6,54,NA,1252,2000,6,157,"Spring"
"1253",116,55,8,60,NA,1253,2000,6,158,"Spring"
"1254",122,61,8,64,NA,1254,2000,6,159,"Spring"
"1255",113,43,10,78,NA,1255,2000,6,160,"Spring"
"1256",115,49,7,77,NA,1256,2000,6,161,"Spring"
"1257",134,58,7,80,NA,1257,2000,6,162,"Spring"
"1258",98,33,6,70,NA,1258,2000,6,163,"Spring"
"1259",109,43,8,57,NA,1259,2000,6,164,"Spring"
"1260",109,53,5,69,NA,1260,2000,6,165,"Spring"
"1261",90,40,8,72,NA,1261,2000,6,166,"Spring"
"1262",95,36,4,70,NA,1262,2000,6,167,"Spring"
"1263",114,43,5,67,NA,1263,2000,6,168,"Spring"
"1264",106,44,9,60,NA,1264,2000,6,169,"Spring"
"1265",92,39,5,65,NA,1265,2000,6,170,"Spring"
"1266",89,32,3,66,NA,1266,2000,6,171,"Spring"
"1267",101,40,9,74,NA,1267,2000,6,172,"Spring"
"1268",114,52,6,74,NA,1268,2000,6,173,"Spring"
"1269",89,35,5,72,NA,1269,2000,6,174,"Spring"
"1270",92,34,3,71,NA,1270,2000,6,175,"Spring"
"1271",108,42,4,71,NA,1271,2000,6,176,"Spring"
"1272",99,33,11,75,NA,1272,2000,6,177,"Spring"
"1273",120,42,8,72,NA,1273,2000,6,178,"Spring"
"1274",106,40,9,68,NA,1274,2000,6,179,"Spring"
"1275",84,32,9,62,NA,1275,2000,6,180,"Spring"
"1276",102,43,7,66,NA,1276,2000,6,181,"Spring"
"1277",105,42,5,66,NA,1277,2000,6,182,"Spring"
"1278",99,37,8,71,NA,1278,2000,7,183,"Summer"
"1279",85,30,6,74,NA,1279,2000,7,184,"Summer"
"1280",97,42,5,68,NA,1280,2000,7,185,"Summer"
"1281",88,44,7,70,NA,1281,2000,7,186,"Summer"
"1282",120,58,7,76,NA,1282,2000,7,187,"Summer"
"1283",89,40,6,74,NA,1283,2000,7,188,"Summer"
"1284",108,43,8,70,NA,1284,2000,7,189,"Summer"
"1285",117,55,5,73,NA,1285,2000,7,190,"Summer"
"1286",111,42,9,81,NA,1286,2000,7,191,"Summer"
"1287",98,37,4,73,NA,1287,2000,7,192,"Summer"
"1288",119,51,2,69,NA,1288,2000,7,193,"Summer"
"1289",96,40,10,72,NA,1289,2000,7,194,"Summer"
"1290",108,44,4,75,NA,1290,2000,7,195,"Summer"
"1291",97,39,13,77,NA,1291,2000,7,196,"Summer"
"1292",116,40,7,73,NA,1292,2000,7,197,"Summer"
"1293",91,35,13,73,NA,1293,2000,7,198,"Summer"
"1294",94,37,7,77,NA,1294,2000,7,199,"Summer"
"1295",98,38,3,66,NA,1295,2000,7,200,"Summer"
"1296",83,36,1,63,NA,1296,2000,7,201,"Summer"
"1297",91,41,2,67,NA,1297,2000,7,202,"Summer"
"1298",100,40,7,67,NA,1298,2000,7,203,"Summer"
"1299",97,40,9,63,NA,1299,2000,7,204,"Summer"
"1300",98,40,10,63,NA,1300,2000,7,205,"Summer"
"1301",112,35,11,66,NA,1301,2000,7,206,"Summer"
"1302",106,45,10,69,NA,1302,2000,7,207,"Summer"
"1303",103,37,7,73,NA,1303,2000,7,208,"Summer"
"1304",92,25,7,77,NA,1304,2000,7,209,"Summer"
"1305",93,40,5,74,NA,1305,2000,7,210,"Summer"
"1306",111,43,7,73,NA,1306,2000,7,211,"Summer"
"1307",84,37,10,71,NA,1307,2000,7,212,"Summer"
"1308",111,36,9,70,NA,1308,2000,7,213,"Summer"
"1309",97,40,5,73,NA,1309,2000,8,214,"Summer"
"1310",101,47,5,76,NA,1310,2000,8,215,"Summer"
"1311",97,44,9,63,NA,1311,2000,8,216,"Summer"
"1312",104,44,7,67,NA,1312,2000,8,217,"Summer"
"1313",103,41,8,67,NA,1313,2000,8,218,"Summer"
"1314",108,49,6,78,NA,1314,2000,8,219,"Summer"
"1315",112,44,9,76,NA,1315,2000,8,220,"Summer"
"1316",107,36,13,77,NA,1316,2000,8,221,"Summer"
"1317",112,46,7,79,NA,1317,2000,8,222,"Summer"
"1318",93,43,6,74,NA,1318,2000,8,223,"Summer"
"1319",97,41,9,71,NA,1319,2000,8,224,"Summer"
"1320",104,43,9,71,NA,1320,2000,8,225,"Summer"
"1321",104,54,4,74,NA,1321,2000,8,226,"Summer"
"1322",80,30,6,76,NA,1322,2000,8,227,"Summer"
"1323",125,50,3,82,NA,1323,2000,8,228,"Summer"
"1324",102,40,5,70,NA,1324,2000,8,229,"Summer"
"1325",81,35,3,68,NA,1325,2000,8,230,"Summer"
"1326",86,40,7,67,NA,1326,2000,8,231,"Summer"
"1327",108,47,6,64,NA,1327,2000,8,232,"Summer"
"1328",106,44,7,65,NA,1328,2000,8,233,"Summer"
"1329",109,54,3,67,NA,1329,2000,8,234,"Summer"
"1330",119,32,12,76,NA,1330,2000,8,235,"Summer"
"1331",93,42,7,76,NA,1331,2000,8,236,"Summer"
"1332",110,45,10,71,NA,1332,2000,8,237,"Summer"
"1333",95,39,7,70,NA,1333,2000,8,238,"Summer"
"1334",101,43,7,73,NA,1334,2000,8,239,"Summer"
"1335",105,47,6,72,NA,1335,2000,8,240,"Summer"
"1336",89,40,6,75,NA,1336,2000,8,241,"Summer"
"1337",83,29,5,77,NA,1337,2000,8,242,"Summer"
"1338",109,41,4,77,NA,1338,2000,8,243,"Summer"
"1339",106,34,8,80,NA,1339,2000,8,244,"Summer"
"1340",100,40,7,80,NA,1340,2000,9,245,"Summer"
"1341",103,49,10,79,NA,1341,2000,9,246,"Summer"
"1342",99,40,4,77,NA,1342,2000,9,247,"Summer"
"1343",93,35,3,66,NA,1343,2000,9,248,"Summer"
"1344",89,43,5,63,NA,1344,2000,9,249,"Summer"
"1345",91,33,4,61,NA,1345,2000,9,250,"Summer"
"1346",100,50,5,74,NA,1346,2000,9,251,"Summer"
"1347",100,39,8,75,NA,1347,2000,9,252,"Summer"
"1348",91,31,7,76,NA,1348,2000,9,253,"Summer"
"1349",99,42,8,78,NA,1349,2000,9,254,"Summer"
"1350",91,39,9,75,NA,1350,2000,9,255,"Summer"
"1351",100,44,5,63,NA,1351,2000,9,256,"Summer"
"1352",79,33,5,63,NA,1352,2000,9,257,"Summer"
"1353",103,41,3,65,NA,1353,2000,9,258,"Summer"
"1354",92,40,4,56,NA,1354,2000,9,259,"Summer"
"1355",112,50,9,56,NA,1355,2000,9,260,"Summer"
"1356",120,48,11,68,NA,1356,2000,9,261,"Summer"
"1357",118,50,10,69,NA,1357,2000,9,262,"Summer"
"1358",111,44,8,75,NA,1358,2000,9,263,"Summer"
"1359",101,42,9,58,NA,1359,2000,9,264,"Summer"
"1360",102,49,7,54,NA,1360,2000,9,265,"Summer"
"1361",92,34,10,58,NA,1361,2000,9,266,"Summer"
"1362",101,40,5,63,NA,1362,2000,9,267,"Summer"
"1363",103,45,7,53,NA,1363,2000,9,268,"Summer"
"1364",97,33,3,49,NA,1364,2000,9,269,"Summer"
"1365",109,43,9,56,NA,1365,2000,9,270,"Summer"
"1366",90,30,7,59,NA,1366,2000,9,271,"Summer"
"1367",113,49,5,55,NA,1367,2000,9,272,"Summer"
"1368",127,61,9,61,NA,1368,2000,9,273,"Summer"
"1369",109,40,13,65,NA,1369,2000,9,274,"Summer"
"1370",124,45,9,72,NA,1370,2000,10,275,"Autumn"
"1371",120,56,8,69,NA,1371,2000,10,276,"Autumn"
"1372",119,41,11,59,NA,1372,2000,10,277,"Autumn"
"1373",102,39,6,57,NA,1373,2000,10,278,"Autumn"
"1374",117,50,8,52,NA,1374,2000,10,279,"Autumn"
"1375",112,38,11,41,NA,1375,2000,10,280,"Autumn"
"1376",125,60,11,40,NA,1376,2000,10,281,"Autumn"
"1377",122,58,10,39,NA,1377,2000,10,282,"Autumn"
"1378",113,50,6,44,NA,1378,2000,10,283,"Autumn"
"1379",126,62,5,49,NA,1379,2000,10,284,"Autumn"
"1380",95,38,5,53,NA,1380,2000,10,285,"Autumn"
"1381",119,54,9,58,NA,1381,2000,10,286,"Autumn"
"1382",126,58,12,66,NA,1382,2000,10,287,"Autumn"
"1383",124,56,6,67,NA,1383,2000,10,288,"Autumn"
